City/Town,Ward,Pct,JoinField,PresDem,PresRep,PresTot
Abington,-,1,Abington Precinct 1,1019,905,2001
Abington,-,2,Abington Precinct 2,833,882,1774
Abington,-,3,Abington Precinct 3,872,985,1909
Abington,-,4,Abington Precinct 4,978,954,2002
Abington,-,5,Abington Precinct 5,1012,913,1989
Acton,-,1,Acton Precinct 1,1051,359,1473
Acton,-,2,Acton Precinct 2,1504,397,2004
Acton,-,3,Acton Precinct 3,1744,388,2241
Acton,-,4,Acton Precinct 4,1583,377,2057
Acton,-,5,Acton Precinct 5,1561,354,2000
Acton,-,6,Acton Precinct 6,1097,220,1375
Acton,-,6A,Acton Precinct 6A,467,90,584
Acton,-,7,Acton Precinct 7,1170,351,1597
Acushnet,-,1,Acushnet Precinct 1,745,1148,1930
Acushnet,-,2,Acushnet Precinct 2,670,1201,1918
Acushnet,-,2A,Acushnet Precinct 2A,92,138,233
Acushnet,-,3,Acushnet Precinct 3,804,1321,2190
Adams,-,1,Adams Precinct 1,463,277,765
Adams,-,2,Adams Precinct 2,539,357,924
Adams,-,3,Adams Precinct 3,529,362,915
Adams,-,4,Adams Precinct 4,475,303,802
Adams,-,5,Adams Precinct 5,597,360,989
Agawam,-,1,Agawam Precinct 1,746,949,1746
Agawam,-,2,Agawam Precinct 2,929,1190,2190
Agawam,-,3,Agawam Precinct 3,807,1039,1919
Agawam,-,4,Agawam Precinct 4,796,807,1654
Agawam,-,5,Agawam Precinct 5,989,1114,2179
Agawam,-,6,Agawam Precinct 6,858,1051,1972
Agawam,-,7,Agawam Precinct 7,907,1174,2139
Agawam,-,8,Agawam Precinct 8,910,1050,2033
Alford,-,1,Alford Precinct 1,252,58,326
Amesbury,-,1,Amesbury Precinct 1,1324,710,2095
Amesbury,-,2,Amesbury Precinct 2,1130,528,1720
Amesbury,-,3,Amesbury Precinct 3,1205,540,1802
Amesbury,-,4,Amesbury Precinct 4,856,533,1429
Amesbury,-,5,Amesbury Precinct 5,1096,729,1895
Amesbury,-,6,Amesbury Precinct 6,956,460,1480
Amherst,-,1A,Amherst Precinct 1A,871,102,1061
Amherst,-,1B,Amherst Precinct 1B,478,49,556
Amherst,-,2A,Amherst Precinct 2A,552,62,641
Amherst,-,2B,Amherst Precinct 2B,1502,171,1744
Amherst,-,3A,Amherst Precinct 3A,511,63,606
Amherst,-,3B,Amherst Precinct 3B,1397,165,1632
Amherst,-,4A,Amherst Precinct 4A,751,55,863
Amherst,-,4B,Amherst Precinct 4B,473,28,536
Amherst,-,5A,Amherst Precinct 5A,610,42,693
Amherst,-,5B,Amherst Precinct 5B,2171,152,2411
Andover,-,1,Andover Precinct 1,1049,343,1450
Andover,-,10,Andover Precinct 10,1417,687,2202
Andover,-,2,Andover Precinct 2,1354,664,2104
Andover,-,3,Andover Precinct 3,1565,661,2320
Andover,-,4,Andover Precinct 4,749,465,1260
Andover,-,4A,Andover Precinct 4A,421,247,700
Andover,-,5,Andover Precinct 5,1291,788,2153
Andover,-,6,Andover Precinct 6,1171,751,2031
Andover,-,7,Andover Precinct 7,1371,722,2189
Andover,-,8,Andover Precinct 8,1490,709,2295
Andover,-,9,Andover Precinct 9,1237,653,1975
Aquinnah,-,1,Aquinnah Precinct 1,304,37,351
Arlington,-,1,Arlington Precinct 1,756,186,988
Arlington,-,10,Arlington Precinct 10,1242,133,1433
Arlington,-,11,Arlington Precinct 11,1149,283,1489
Arlington,-,12,Arlington Precinct 12,1255,214,1532
Arlington,-,13,Arlington Precinct 13,1028,348,1431
Arlington,-,14,Arlington Precinct 14,1029,160,1233
Arlington,-,15,Arlington Precinct 15,1011,208,1277
Arlington,-,16,Arlington Precinct 16,1094,208,1354
Arlington,-,17,Arlington Precinct 17,947,202,1205
Arlington,-,18,Arlington Precinct 18,1027,295,1371
Arlington,-,19,Arlington Precinct 19,1095,223,1356
Arlington,-,2,Arlington Precinct 2,1131,188,1383
Arlington,-,20,Arlington Precinct 20,1043,201,1297
Arlington,-,21,Arlington Precinct 21,1140,164,1355
Arlington,-,3,Arlington Precinct 3,1118,140,1312
Arlington,-,4,Arlington Precinct 4,1006,172,1241
Arlington,-,5,Arlington Precinct 5,1148,193,1404
Arlington,-,6,Arlington Precinct 6,1055,135,1259
Arlington,-,7,Arlington Precinct 7,1045,182,1296
Arlington,-,8,Arlington Precinct 8,1193,190,1429
Arlington,-,9,Arlington Precinct 9,887,194,1119
Ashburnham,-,1,Ashburnham Precinct 1,947,936,1946
Ashburnham,-,2,Ashburnham Precinct 2,1018,859,1947
Ashby,-,1,Ashby Precinct 1,936,1009,2003
Ashfield,-,1,Ashfield Precinct 1,919,235,1216
Ashland,-,1,Ashland Precinct 1,975,476,1498
Ashland,-,2,Ashland Precinct 2,1359,565,2013
Ashland,-,3,Ashland Precinct 3,1004,436,1514
Ashland,-,4,Ashland Precinct 4,985,480,1521
Ashland,-,5,Ashland Precinct 5,1086,458,1598
Ashland,-,6,Ashland Precinct 6,1180,506,1762
Athol,-,1,Athol Precinct 1,946,1066,2080
Athol,-,2,Athol Precinct 2,792,1010,1866
Athol,-,3,Athol Precinct 3,864,876,1783
Attleboro,1,A,Attleboro Ward 1 Precinct A,973,903,1943
Attleboro,1,B,Attleboro Ward 1 Precinct B,923,862,1838
Attleboro,2,A,Attleboro Ward 2 Precinct A,1178,918,2161
Attleboro,2,B,Attleboro Ward 2 Precinct B,989,902,1972
Attleboro,3,A,Attleboro Ward 3 Precinct A,1078,738,1891
Attleboro,3,B,Attleboro Ward 3 Precinct B,1167,824,2061
Attleboro,4,A,Attleboro Ward 4 Precinct A,1005,651,1726
Attleboro,4,B,Attleboro Ward 4 Precinct B,1324,1102,2483
Attleboro,5,A,Attleboro Ward 5 Precinct A,837,482,1363
Attleboro,5,B,Attleboro Ward 5 Precinct B,1072,840,1978
Attleboro,6,A,Attleboro Ward 6 Precinct A,990,892,1949
Attleboro,6,B,Attleboro Ward 6 Precinct B,1139,893,2112
Auburn,-,1,Auburn Precinct 1,1081,837,1995
Auburn,-,2,Auburn Precinct 2,1022,930,2010
Auburn,-,3,Auburn Precinct 3,1094,988,2146
Auburn,-,4,Auburn Precinct 4,1081,867,2040
Auburn,-,5,Auburn Precinct 5,928,890,1882
Avon,-,1,Avon Precinct 1,1375,1125,2583
Ayer,-,1,Ayer Precinct 1,914,546,1519
Ayer,-,2,Ayer Precinct 2,1075,609,1758
Ayer,-,3,Ayer Precinct 3,881,483,1427
Barnstable,-,1,Barnstable Precinct 1,1622,942,2636
Barnstable,-,10,Barnstable Precinct 10,1074,1033,2179
Barnstable,-,11,Barnstable Precinct 11,1265,1156,2484
Barnstable,-,12,Barnstable Precinct 12,1274,1105,2454
Barnstable,-,13,Barnstable Precinct 13,887,607,1530
Barnstable,-,2,Barnstable Precinct 2,1297,1029,2410
Barnstable,-,3,Barnstable Precinct 3,990,780,1816
Barnstable,-,4,Barnstable Precinct 4,1250,862,2189
Barnstable,-,5,Barnstable Precinct 5,1389,1211,2697
Barnstable,-,6,Barnstable Precinct 6,1283,1109,2458
Barnstable,-,7,Barnstable Precinct 7,1536,1063,2700
Barnstable,-,8,Barnstable Precinct 8,852,681,1571
Barnstable,-,9,Barnstable Precinct 9,508,341,873
Barre,-,1,Barre Precinct 1,760,767,1571
Barre,-,2,Barre Precinct 2,648,858,1554
Becket,-,1,Becket Precinct 1,743,448,1247
Bedford,-,1,Bedford Precinct 1,1610,523,2238
Bedford,-,2,Bedford Precinct 2,941,452,1455
Bedford,-,2A,Bedford Precinct 2A,271,141,436
Bedford,-,3,Bedford Precinct 3,1578,557,2230
Bedford,-,4,Bedford Precinct 4,1474,519,2073
Belchertown,-,A,Belchertown Precinct A,1477,834,2399
Belchertown,-,B,Belchertown Precinct B,1361,1175,2611
Belchertown,-,C,Belchertown Precinct C,1361,1026,2449
Belchertown,-,D,Belchertown Precinct D,1404,685,2172
Bellingham,-,1,Bellingham Precinct 1,912,876,1847
Bellingham,-,2,Bellingham Precinct 2,1034,1002,2120
Bellingham,-,3,Bellingham Precinct 3,1156,1017,2238
Bellingham,-,4,Bellingham Precinct 4,904,931,1898
Bellingham,-,5,Bellingham Precinct 5,888,1043,1983
Belmont,-,1,Belmont Precinct 1,1379,310,1793
Belmont,-,2,Belmont Precinct 2,1506,509,2140
Belmont,-,3,Belmont Precinct 3,1357,329,1778
Belmont,-,4,Belmont Precinct 4,1144,336,1550
Belmont,-,5,Belmont Precinct 5,1362,338,1790
Belmont,-,6,Belmont Precinct 6,1680,356,2139
Belmont,-,7,Belmont Precinct 7,1411,315,1815
Belmont,-,8,Belmont Precinct 8,1157,374,1649
Berkley,-,1,Berkley Precinct 1,888,1323,2267
Berkley,-,2,Berkley Precinct 2,724,1226,1996
Berlin,-,1,Berlin Precinct 1,1385,941,2429
Bernardston,-,1,Bernardston Precinct 1,878,491,1411
Beverly,1,1,Beverly Ward 1 Precinct 1,1260,705,2027
Beverly,1,2,Beverly Ward 1 Precinct 2,1453,762,2315
Beverly,2,1,Beverly Ward 2 Precinct 1,1422,593,2125
Beverly,2,2,Beverly Ward 2 Precinct 2,1411,475,1970
Beverly,3,1,Beverly Ward 3 Precinct 1,947,407,1418
Beverly,3,2,Beverly Ward 3 Precinct 2,1137,667,1870
Beverly,4,1,Beverly Ward 4 Precinct 1,715,293,1054
Beverly,4,2,Beverly Ward 4 Precinct 2,1796,552,2428
Beverly,5,1,Beverly Ward 5 Precinct 1,1206,734,2009
Beverly,5,2,Beverly Ward 5 Precinct 2,1206,677,1967
Beverly,6,1,Beverly Ward 6 Precinct 1,1554,676,2324
Beverly,6,2,Beverly Ward 6 Precinct 2,1429,872,2401
Billerica,-,1,Billerica Precinct 1,835,675,1572
Billerica,-,10,Billerica Precinct 10,1065,1211,2336
Billerica,-,11,Billerica Precinct 11,845,837,1735
Billerica,-,12,Billerica Precinct 12,955,891,1910
Billerica,-,2,Billerica Precinct 2,1078,960,2107
Billerica,-,3,Billerica Precinct 3,979,1058,2095
Billerica,-,4,Billerica Precinct 4,908,849,1819
Billerica,-,5,Billerica Precinct 5,1147,1204,2416
Billerica,-,6,Billerica Precinct 6,926,785,1782
Billerica,-,7,Billerica Precinct 7,1042,800,1918
Billerica,-,8,Billerica Precinct 8,976,960,1993
Billerica,-,9,Billerica Precinct 9,987,1153,2198
Blackstone,-,1,Blackstone Precinct 1,712,826,1574
Blackstone,-,2,Blackstone Precinct 2,746,916,1706
Blackstone,-,3,Blackstone Precinct 3,787,1041,1874
Blandford,-,1,Blandford Precinct 1,308,492,820
Bolton,-,1,Bolton Precinct 1,2459,1098,3706
Boston,1,1,Boston Ward 1 Precinct 1,812,231,1099
Boston,1,10,Boston Ward 1 Precinct 10,301,149,478
Boston,1,11,Boston Ward 1 Precinct 11,690,349,1081
Boston,1,12,Boston Ward 1 Precinct 12,566,393,1010
Boston,1,13,Boston Ward 1 Precinct 13,775,490,1341
Boston,1,14,Boston Ward 1 Precinct 14,395,249,682
Boston,1,15,Boston Ward 1 Precinct 15,0,0,0
Boston,1,2,Boston Ward 1 Precinct 2,602,215,860
Boston,1,3,Boston Ward 1 Precinct 3,1610,500,2212
Boston,1,4,Boston Ward 1 Precinct 4,630,206,878
Boston,1,5,Boston Ward 1 Precinct 5,690,220,960
Boston,1,6,Boston Ward 1 Precinct 6,549,195,797
Boston,1,7,Boston Ward 1 Precinct 7,624,217,875
Boston,1,8,Boston Ward 1 Precinct 8,776,262,1088
Boston,1,9,Boston Ward 1 Precinct 9,562,210,804
Boston,10,1,Boston Ward 10 Precinct 1,440,76,541
Boston,10,2,Boston Ward 10 Precinct 2,421,66,522
Boston,10,3,Boston Ward 10 Precinct 3,346,72,435
Boston,10,4,Boston Ward 10 Precinct 4,704,212,968
Boston,10,5,Boston Ward 10 Precinct 5,460,83,589
Boston,10,6,Boston Ward 10 Precinct 6,573,97,715
Boston,10,7,Boston Ward 10 Precinct 7,711,146,898
Boston,10,8,Boston Ward 10 Precinct 8,1016,128,1200
Boston,10,9,Boston Ward 10 Precinct 9,1228,94,1409
Boston,11,1,Boston Ward 11 Precinct 1,513,42,590
Boston,11,10,Boston Ward 11 Precinct 10,857,44,954
Boston,11,2,Boston Ward 11 Precinct 2,793,100,940
Boston,11,3,Boston Ward 11 Precinct 3,562,98,696
Boston,11,4,Boston Ward 11 Precinct 4,1012,116,1211
Boston,11,5,Boston Ward 11 Precinct 5,840,110,1018
Boston,11,6,Boston Ward 11 Precinct 6,803,63,914
Boston,11,7,Boston Ward 11 Precinct 7,975,117,1166
Boston,11,8,Boston Ward 11 Precinct 8,1464,94,1671
Boston,11,9,Boston Ward 11 Precinct 9,737,40,839
Boston,12,1,Boston Ward 12 Precinct 1,777,94,917
Boston,12,2,Boston Ward 12 Precinct 2,950,132,1126
Boston,12,3,Boston Ward 12 Precinct 3,425,70,525
Boston,12,4,Boston Ward 12 Precinct 4,552,74,662
Boston,12,5,Boston Ward 12 Precinct 5,314,41,380
Boston,12,6,Boston Ward 12 Precinct 6,468,39,529
Boston,12,7,Boston Ward 12 Precinct 7,994,196,1251
Boston,12,8,Boston Ward 12 Precinct 8,355,60,434
Boston,12,9,Boston Ward 12 Precinct 9,481,60,569
Boston,13,1,Boston Ward 13 Precinct 1,623,108,765
Boston,13,10,Boston Ward 13 Precinct 10,905,369,1326
Boston,13,2,Boston Ward 13 Precinct 2,261,41,314
Boston,13,3,Boston Ward 13 Precinct 3,652,131,833
Boston,13,4,Boston Ward 13 Precinct 4,477,101,601
Boston,13,5,Boston Ward 13 Precinct 5,453,81,560
Boston,13,6,Boston Ward 13 Precinct 6,646,101,786
Boston,13,7,Boston Ward 13 Precinct 7,610,279,935
Boston,13,8,Boston Ward 13 Precinct 8,562,191,790
Boston,13,9,Boston Ward 13 Precinct 9,701,157,890
Boston,14,1,Boston Ward 14 Precinct 1,952,190,1189
Boston,14,10,Boston Ward 14 Precinct 10,571,111,708
Boston,14,11,Boston Ward 14 Precinct 11,580,74,668
Boston,14,12,Boston Ward 14 Precinct 12,348,29,388
Boston,14,13,Boston Ward 14 Precinct 13,519,53,597
Boston,14,14,Boston Ward 14 Precinct 14,574,63,661
Boston,14,2,Boston Ward 14 Precinct 2,1070,172,1285
Boston,14,3,Boston Ward 14 Precinct 3,276,43,329
Boston,14,4,Boston Ward 14 Precinct 4,613,94,733
Boston,14,5,Boston Ward 14 Precinct 5,493,39,544
Boston,14,6,Boston Ward 14 Precinct 6,495,73,594
Boston,14,7,Boston Ward 14 Precinct 7,472,67,562
Boston,14,8,Boston Ward 14 Precinct 8,610,56,692
Boston,14,9,Boston Ward 14 Precinct 9,494,121,632
Boston,15,1,Boston Ward 15 Precinct 1,707,114,841
Boston,15,2,Boston Ward 15 Precinct 2,424,74,523
Boston,15,3,Boston Ward 15 Precinct 3,294,62,378
Boston,15,4,Boston Ward 15 Precinct 4,754,216,1004
Boston,15,5,Boston Ward 15 Precinct 5,544,72,637
Boston,15,6,Boston Ward 15 Precinct 6,353,194,570
Boston,15,7,Boston Ward 15 Precinct 7,462,70,550
Boston,15,8,Boston Ward 15 Precinct 8,332,165,528
Boston,15,9,Boston Ward 15 Precinct 9,403,145,574
Boston,16,1,Boston Ward 16 Precinct 1,436,188,664
Boston,16,10,Boston Ward 16 Precinct 10,550,411,985
Boston,16,11,Boston Ward 16 Precinct 11,398,229,648
Boston,16,12,Boston Ward 16 Precinct 12,480,526,1044
Boston,16,2,Boston Ward 16 Precinct 2,439,228,695
Boston,16,3,Boston Ward 16 Precinct 3,638,152,824
Boston,16,4,Boston Ward 16 Precinct 4,604,198,832
Boston,16,5,Boston Ward 16 Precinct 5,676,285,999
Boston,16,6,Boston Ward 16 Precinct 6,855,307,1212
Boston,16,7,Boston Ward 16 Precinct 7,576,352,976
Boston,16,8,Boston Ward 16 Precinct 8,965,451,1488
Boston,16,9,Boston Ward 16 Precinct 9,587,588,1232
Boston,17,1,Boston Ward 17 Precinct 1,544,85,646
Boston,17,10,Boston Ward 17 Precinct 10,776,99,909
Boston,17,11,Boston Ward 17 Precinct 11,311,36,364
Boston,17,12,Boston Ward 17 Precinct 12,574,68,658
Boston,17,13,Boston Ward 17 Precinct 13,688,185,921
Boston,17,14,Boston Ward 17 Precinct 14,798,121,950
Boston,17,2,Boston Ward 17 Precinct 2,407,72,498
Boston,17,3,Boston Ward 17 Precinct 3,926,118,1082
Boston,17,4,Boston Ward 17 Precinct 4,1071,229,1345
Boston,17,5,Boston Ward 17 Precinct 5,407,60,486
Boston,17,6,Boston Ward 17 Precinct 6,737,92,858
Boston,17,7,Boston Ward 17 Precinct 7,356,46,414
Boston,17,8,Boston Ward 17 Precinct 8,577,87,692
Boston,17,9,Boston Ward 17 Precinct 9,557,43,628
Boston,18,1,Boston Ward 18 Precinct 1,1228,101,1358
Boston,18,10,Boston Ward 18 Precinct 10,1304,272,1633
Boston,18,11,Boston Ward 18 Precinct 11,693,131,849
Boston,18,12,Boston Ward 18 Precinct 12,873,207,1123
Boston,18,13,Boston Ward 18 Precinct 13,538,93,653
Boston,18,14,Boston Ward 18 Precinct 14,532,102,660
Boston,18,15,Boston Ward 18 Precinct 15,874,108,1013
Boston,18,16,Boston Ward 18 Precinct 16,858,320,1227
Boston,18,17,Boston Ward 18 Precinct 17,846,223,1100
Boston,18,18,Boston Ward 18 Precinct 18,1000,285,1325
Boston,18,19,Boston Ward 18 Precinct 19,1370,354,1801
Boston,18,2,Boston Ward 18 Precinct 2,734,66,821
Boston,18,20,Boston Ward 18 Precinct 20,944,508,1506
Boston,18,21,Boston Ward 18 Precinct 21,1086,96,1220
Boston,18,22,Boston Ward 18 Precinct 22,956,353,1363
Boston,18,23,Boston Ward 18 Precinct 23,641,159,821
Boston,18,3,Boston Ward 18 Precinct 3,898,77,1002
Boston,18,4,Boston Ward 18 Precinct 4,934,88,1049
Boston,18,5,Boston Ward 18 Precinct 5,995,78,1098
Boston,18,6,Boston Ward 18 Precinct 6,1262,89,1385
Boston,18,7,Boston Ward 18 Precinct 7,821,191,1056
Boston,18,8,Boston Ward 18 Precinct 8,1438,226,1727
Boston,18,9,Boston Ward 18 Precinct 9,887,207,1133
Boston,19,1,Boston Ward 19 Precinct 1,918,45,1030
Boston,19,10,Boston Ward 19 Precinct 10,1119,176,1350
Boston,19,11,Boston Ward 19 Precinct 11,752,149,937
Boston,19,12,Boston Ward 19 Precinct 12,841,111,989
Boston,19,13,Boston Ward 19 Precinct 13,646,111,797
Boston,19,2,Boston Ward 19 Precinct 2,1025,207,1301
Boston,19,3,Boston Ward 19 Precinct 3,570,46,650
Boston,19,4,Boston Ward 19 Precinct 4,1288,52,1406
Boston,19,5,Boston Ward 19 Precinct 5,873,68,1002
Boston,19,6,Boston Ward 19 Precinct 6,1293,58,1422
Boston,19,7,Boston Ward 19 Precinct 7,1048,103,1211
Boston,19,8,Boston Ward 19 Precinct 8,828,58,913
Boston,19,9,Boston Ward 19 Precinct 9,624,48,699
Boston,2,1,Boston Ward 2 Precinct 1,1008,467,1544
Boston,2,2,Boston Ward 2 Precinct 2,979,341,1384
Boston,2,3,Boston Ward 2 Precinct 3,1139,338,1557
Boston,2,4,Boston Ward 2 Precinct 4,1060,273,1386
Boston,2,5,Boston Ward 2 Precinct 5,1086,330,1475
Boston,2,6,Boston Ward 2 Precinct 6,888,339,1274
Boston,2,7,Boston Ward 2 Precinct 7,621,209,881
Boston,2,8,Boston Ward 2 Precinct 8,566,221,827
Boston,20,1,Boston Ward 20 Precinct 1,979,236,1266
Boston,20,10,Boston Ward 20 Precinct 10,965,526,1568
Boston,20,11,Boston Ward 20 Precinct 11,536,169,733
Boston,20,12,Boston Ward 20 Precinct 12,640,248,927
Boston,20,13,Boston Ward 20 Precinct 13,523,281,837
Boston,20,14,Boston Ward 20 Precinct 14,530,254,814
Boston,20,15,Boston Ward 20 Precinct 15,836,509,1401
Boston,20,16,Boston Ward 20 Precinct 16,918,616,1597
Boston,20,17,Boston Ward 20 Precinct 17,1016,570,1644
Boston,20,18,Boston Ward 20 Precinct 18,590,218,843
Boston,20,19,Boston Ward 20 Precinct 19,586,252,877
Boston,20,2,Boston Ward 20 Precinct 2,993,213,1255
Boston,20,20,Boston Ward 20 Precinct 20,996,366,1417
Boston,20,21,Boston Ward 20 Precinct 21,72,51,131
Boston,20,3,Boston Ward 20 Precinct 3,731,372,1176
Boston,20,4,Boston Ward 20 Precinct 4,904,90,1041
Boston,20,5,Boston Ward 20 Precinct 5,873,424,1360
Boston,20,6,Boston Ward 20 Precinct 6,1026,325,1410
Boston,20,7,Boston Ward 20 Precinct 7,628,197,859
Boston,20,8,Boston Ward 20 Precinct 8,742,196,971
Boston,20,9,Boston Ward 20 Precinct 9,824,222,1091
Boston,21,1,Boston Ward 21 Precinct 1,973,90,1115
Boston,21,10,Boston Ward 21 Precinct 10,748,144,945
Boston,21,11,Boston Ward 21 Precinct 11,901,123,1103
Boston,21,12,Boston Ward 21 Precinct 12,736,174,965
Boston,21,13,Boston Ward 21 Precinct 13,917,370,1352
Boston,21,14,Boston Ward 21 Precinct 14,583,65,688
Boston,21,15,Boston Ward 21 Precinct 15,716,69,838
Boston,21,16,Boston Ward 21 Precinct 16,898,163,1113
Boston,21,2,Boston Ward 21 Precinct 2,255,23,299
Boston,21,3,Boston Ward 21 Precinct 3,535,69,641
Boston,21,4,Boston Ward 21 Precinct 4,455,58,577
Boston,21,5,Boston Ward 21 Precinct 5,798,74,933
Boston,21,6,Boston Ward 21 Precinct 6,555,78,703
Boston,21,7,Boston Ward 21 Precinct 7,661,112,845
Boston,21,8,Boston Ward 21 Precinct 8,931,96,1103
Boston,21,9,Boston Ward 21 Precinct 9,1120,156,1357
Boston,22,1,Boston Ward 22 Precinct 1,966,212,1260
Boston,22,10,Boston Ward 22 Precinct 10,842,172,1090
Boston,22,11,Boston Ward 22 Precinct 11,570,140,763
Boston,22,12,Boston Ward 22 Precinct 12,581,202,829
Boston,22,13,Boston Ward 22 Precinct 13,515,134,678
Boston,22,2,Boston Ward 22 Precinct 2,1151,214,1466
Boston,22,3,Boston Ward 22 Precinct 3,985,245,1301
Boston,22,4,Boston Ward 22 Precinct 4,752,165,972
Boston,22,5,Boston Ward 22 Precinct 5,736,167,955
Boston,22,6,Boston Ward 22 Precinct 6,574,120,744
Boston,22,7,Boston Ward 22 Precinct 7,836,166,1120
Boston,22,8,Boston Ward 22 Precinct 8,563,184,787
Boston,22,9,Boston Ward 22 Precinct 9,620,238,927
Boston,3,1,Boston Ward 3 Precinct 1,904,386,1350
Boston,3,10,Boston Ward 3 Precinct 10,1114,282,1469
Boston,3,11,Boston Ward 3 Precinct 11,783,288,1116
Boston,3,12,Boston Ward 3 Precinct 12,1014,210,1280
Boston,3,13,Boston Ward 3 Precinct 13,638,237,920
Boston,3,14,Boston Ward 3 Precinct 14,766,227,1038
Boston,3,15,Boston Ward 3 Precinct 15,913,159,1120
Boston,3,16,Boston Ward 3 Precinct 16,1269,149,1454
Boston,3,17,Boston Ward 3 Precinct 17,740,140,918
Boston,3,2,Boston Ward 3 Precinct 2,943,409,1401
Boston,3,3,Boston Ward 3 Precinct 3,597,239,869
Boston,3,4,Boston Ward 3 Precinct 4,685,263,977
Boston,3,5,Boston Ward 3 Precinct 5,1004,218,1290
Boston,3,6,Boston Ward 3 Precinct 6,678,169,904
Boston,3,7,Boston Ward 3 Precinct 7,1008,105,1155
Boston,3,8,Boston Ward 3 Precinct 8,865,201,1126
Boston,3,9,Boston Ward 3 Precinct 9,657,154,850
Boston,4,1,Boston Ward 4 Precinct 1,955,130,1120
Boston,4,10,Boston Ward 4 Precinct 10,236,35,278
Boston,4,11,Boston Ward 4 Precinct 11,49,7,58
Boston,4,12,Boston Ward 4 Precinct 12,221,33,265
Boston,4,2,Boston Ward 4 Precinct 2,776,178,990
Boston,4,3,Boston Ward 4 Precinct 3,1115,159,1330
Boston,4,4,Boston Ward 4 Precinct 4,1190,175,1413
Boston,4,5,Boston Ward 4 Precinct 5,955,152,1156
Boston,4,6,Boston Ward 4 Precinct 6,754,159,937
Boston,4,7,Boston Ward 4 Precinct 7,642,107,788
Boston,4,8,Boston Ward 4 Precinct 8,636,152,825
Boston,4,9,Boston Ward 4 Precinct 9,213,39,264
Boston,5,1,Boston Ward 5 Precinct 1,528,147,725
Boston,5,10,Boston Ward 5 Precinct 10,538,115,690
Boston,5,11,Boston Ward 5 Precinct 11,488,88,601
Boston,5,12,Boston Ward 5 Precinct 12,573,91,694
Boston,5,13,Boston Ward 5 Precinct 13,889,187,1114
Boston,5,14,Boston Ward 5 Precinct 14,819,120,972
Boston,5,15,Boston Ward 5 Precinct 15,654,125,821
Boston,5,2,Boston Ward 5 Precinct 2,738,110,902
Boston,5,3,Boston Ward 5 Precinct 3,1206,240,1524
Boston,5,4,Boston Ward 5 Precinct 4,716,99,845
Boston,5,5,Boston Ward 5 Precinct 5,803,196,1037
Boston,5,6,Boston Ward 5 Precinct 6,943,207,1218
Boston,5,7,Boston Ward 5 Precinct 7,1219,272,1552
Boston,5,8,Boston Ward 5 Precinct 8,1028,240,1335
Boston,5,9,Boston Ward 5 Precinct 9,1033,217,1302
Boston,6,1,Boston Ward 6 Precinct 1,1134,307,1497
Boston,6,10,Boston Ward 6 Precinct 10,686,322,1061
Boston,6,11,Boston Ward 6 Precinct 11,852,251,1180
Boston,6,12,Boston Ward 6 Precinct 12,1366,659,2099
Boston,6,2,Boston Ward 6 Precinct 2,599,347,985
Boston,6,3,Boston Ward 6 Precinct 3,741,411,1196
Boston,6,4,Boston Ward 6 Precinct 4,572,344,950
Boston,6,5,Boston Ward 6 Precinct 5,794,372,1232
Boston,6,6,Boston Ward 6 Precinct 6,737,525,1306
Boston,6,7,Boston Ward 6 Precinct 7,679,495,1220
Boston,6,8,Boston Ward 6 Precinct 8,812,561,1426
Boston,6,9,Boston Ward 6 Precinct 9,736,576,1359
Boston,7,1,Boston Ward 7 Precinct 1,585,457,1083
Boston,7,10,Boston Ward 7 Precinct 10,593,92,720
Boston,7,2,Boston Ward 7 Precinct 2,693,497,1260
Boston,7,3,Boston Ward 7 Precinct 3,814,532,1399
Boston,7,4,Boston Ward 7 Precinct 4,588,390,1026
Boston,7,5,Boston Ward 7 Precinct 5,767,361,1185
Boston,7,6,Boston Ward 7 Precinct 6,636,285,961
Boston,7,7,Boston Ward 7 Precinct 7,351,214,589
Boston,7,8,Boston Ward 7 Precinct 8,666,265,970
Boston,7,9,Boston Ward 7 Precinct 9,518,199,753
Boston,8,1,Boston Ward 8 Precinct 1,1125,213,1391
Boston,8,2,Boston Ward 8 Precinct 2,792,97,925
Boston,8,3,Boston Ward 8 Precinct 3,707,114,865
Boston,8,4,Boston Ward 8 Precinct 4,497,115,638
Boston,8,5,Boston Ward 8 Precinct 5,802,129,962
Boston,8,6,Boston Ward 8 Precinct 6,147,47,206
Boston,9,1,Boston Ward 9 Precinct 1,1013,171,1226
Boston,9,2,Boston Ward 9 Precinct 2,982,95,1122
Boston,9,3,Boston Ward 9 Precinct 3,714,170,926
Boston,9,4,Boston Ward 9 Precinct 4,698,133,870
Boston,9,5,Boston Ward 9 Precinct 5,767,66,885
Boston,9,6,Boston Ward 9 Precinct 6,916,111,1077
Boston,9,7,Boston Ward 9 Precinct 7,273,65,354
Bourne,-,1,Bourne Precinct 1,853,1058,1985
Bourne,-,2,Bourne Precinct 2,954,943,1962
Bourne,-,3,Bourne Precinct 3,476,537,1047
Bourne,-,4,Bourne Precinct 4,1159,899,2120
Bourne,-,5,Bourne Precinct 5,932,732,1714
Bourne,-,5A,Bourne Precinct 5A,168,169,350
Bourne,-,6,Bourne Precinct 6,888,523,1464
Bourne,-,7,Bourne Precinct 7,835,748,1630
Boxborough,-,1,Boxborough Precinct 1,2295,768,3192
