County,Precinct,JoinField,Registered Voters,Harris,Trump,Total
Lancaster,Kershaw South,Lancaster: Kershaw South,1369,189,898,1103
Lancaster,Lake House,Lancaster: Lake House,2645,991,1289,2298
Lancaster,Lancaster East,Lancaster: Lancaster East,2204,774,558,1352
Lancaster,Mcilwain,Lancaster: Mcilwain,2222,629,1007,1655
Lancaster,Osceola,Lancaster: Osceola,3516,1215,1599,2850
Lancaster,Pleasant Hill,Lancaster: Pleasant Hill,1282,283,726,1024
Lancaster,Pleasant Valley,Lancaster: Pleasant Valley,4100,1420,1763,3227
Lancaster,Possum Hollow,Lancaster: Possum Hollow,2937,920,1388,2342
Lancaster,Rich Hill,Lancaster: Rich Hill,1169,135,807,944
Lancaster,River Road,Lancaster: River Road,2679,831,1335,2190
Lancaster,Riverside,Lancaster: Riverside,714,243,300,549
Lancaster,Six Mile Creek,Lancaster: Six Mile Creek,1867,616,863,1502
Lancaster,Springdale,Lancaster: Springdale,1811,541,545,1111
Lancaster,The Lodge,Lancaster: The Lodge,2840,1055,1368,2443
Lancaster,Tradesville,Lancaster: Tradesville,1236,131,881,1018
Lancaster,Unity,Lancaster: Unity,1243,213,762,984
Lancaster,University,Lancaster: University,1105,306,574,895
Lancaster,Van Wyck,Lancaster: Van Wyck,1266,329,724,1071
Laurens,BAILEY,Laurens: Bailey,997,239,524,776
Laurens,BARKSDALE-NARINE,Laurens: Barksdale-Narine,961,200,549,757
Laurens,BREWERTON-PRINCETON,Laurens: Brewerton-Princeton,709,47,534,583
Laurens,CLINTON 1,Laurens: Clinton 1,1252,332,546,887
Laurens,CLINTON 2,Laurens: Clinton 2,1228,379,504,901
Laurens,CLINTON 3,Laurens: Clinton 3,1403,296,845,1150
Laurens,CLINTON MILL,Laurens: Clinton Mill,1168,420,268,700
Laurens,COOKS,Laurens: Cooks,1832,331,966,1316
Laurens,CROSS HILL,Laurens: Cross Hill,1664,376,907,1293
Laurens,EKOM,Laurens: Ekom,609,75,436,513
Laurens,GRAY COURT,Laurens: Gray Court,1287,294,643,950
Laurens,GREENPOND,Laurens: Greenpond,1557,218,1039,1266
Laurens,HICKORY TAVERN,Laurens: Hickory Tavern,2373,275,1581,1873
Laurens,JOANNA,Laurens: Joanna,1568,228,947,1188
Laurens,JONES,Laurens: Jones,3155,881,1582,2493
Laurens,LAURENS 1,Laurens: Laurens 1,609,222,161,388
Laurens,LAURENS 2,Laurens: Laurens 2,440,156,69,229
Laurens,LAURENS 3,Laurens: Laurens 3,874,235,243,486
Laurens,LAURENS 4,Laurens: Laurens 4,717,318,120,448
Laurens,LAURENS 5,Laurens: Laurens 5,1416,414,678,1111
Laurens,LAURENS 6,Laurens: Laurens 6,1127,257,630,896
Laurens,LONG BRANCH,Laurens: Long Branch,1178,155,775,941
Laurens,LYDIA MILL,Laurens: Lydia Mill,1184,423,361,791
Laurens,MADDENS,Laurens: Maddens,1132,211,681,899
Laurens,MARTINS-POPLAR SPRINGS,Laurens: Martins-Poplar Springs,689,80,457,545
Laurens,MOUNT OLIVE,Laurens: Mount Olive,1075,91,729,830
Laurens,MOUNTVILLE,Laurens: Mountville,588,138,301,443
Laurens,ORA-LANFORD,Laurens: Ora-Lanford,903,215,487,707
Laurens,OWINGS,Laurens: Owings,710,138,411,557
Laurens,TRINITY RIDGE,Laurens: Trinity Ridge,1342,342,731,1080
Laurens,WATERLOO,Laurens: Waterloo,1629,368,913,1292
Laurens,WATTSVILLE,Laurens: Wattsville,1233,218,617,845
Laurens,YOUNGS,Laurens: Youngs,1227,158,796,959
Lee,Ashland/Stokes Bridge,Lee: Ashland/Stokes Bridge,428,72,250,325
Lee,Ashwood,Lee: Ashwood,543,126,304,440
Lee,Bishopville 1,Lee: Bishopville 1,597,348,72,444
Lee,Bishopville 2,Lee: Bishopville 2,616,336,90,461
Lee,Bishopville 3,Lee: Bishopville 3,690,289,267,627
Lee,Bishopville 4,Lee: Bishopville 4,898,443,147,640
Lee,Cedar Creek,Lee: Cedar Creek,269,87,145,247
Lee,Cypress,Lee: Cypress,501,233,142,402
Lee,Elliott,Lee: Elliott,376,254,49,337
Lee,Hickory Hill,Lee: Hickory Hill,332,113,139,269
Lee,Ionia,Lee: Ionia,605,186,291,506
Lee,Lynchburg,Lee: Lynchburg,549,317,84,409
Lee,Manville,Lee: Manville,568,274,109,391
Lee,Mt. Clio,Lee: Mt. Clio,196,123,37,171
Lee,Rattlesnake Springs,Lee: Rattlesnake Springs,286,92,144,247
Lee,Schrocks Mill/Lucknow,Lee: Schrocks Mill/Lucknow,409,135,191,346
Lee,South Lynchburg,Lee: South Lynchburg,302,149,80,244
Lee,Spring Hill,Lee: Spring Hill,568,308,152,488
Lee,St. Charles,Lee: St. Charles,790,424,195,660
Lee,St. Matthews,Lee: St. Matthews,146,35,89,135
Lee,Turkey Creek,Lee: Turkey Creek,146,51,59,121
Lee,Woodrow,Lee: Woodrow,209,107,41,162
Lexington,Amicks Ferry,Lexington: Amicks Ferry,3869,779,2527,3345
Lexington,Barr Road 1,Lexington: Barr Road 1,1389,274,831,1119
Lexington,Barr Road 2,Lexington: Barr Road 2,3590,910,2021,2977
Lexington,Batesburg,Lexington: Batesburg,1715,543,603,1167
Lexington,Beulah Church,Lexington: Beulah Church,2836,373,2025,2423
Lexington,Boiling Springs,Lexington: Boiling Springs,2586,525,1501,2044
Lexington,Boiling Springs South,Lexington: Boiling Springs South,1332,150,887,1048
Lexington,Bush River,Lexington: Bush River,1559,545,625,1188
Lexington,Carolina Springs,Lexington: Carolina Springs,2101,543,1046,1622
Lexington,Cayce 2A,Lexington: Cayce 2A,1315,377,514,906
Lexington,Cayce No. 1,Lexington: Cayce No 1,1506,579,486,1087
Lexington,Cayce No. 2,Lexington: Cayce No 2,1556,572,420,1017
Lexington,Cayce No. 3,Lexington: Cayce No 3,685,214,306,541
Lexington,Cedarcrest,Lexington: Cedarcrest,1891,562,871,1449
Lexington,Chalk Hill,Lexington: Chalk Hill,3029,1336,589,1949
Lexington,Challedon,Lexington: Challedon,1511,644,399,1059
Lexington,Chapin,Lexington: Chapin,3228,692,1857,2579
Lexington,Coldstream,Lexington: Coldstream,1794,657,751,1431
Lexington,Congaree 1,Lexington: Congaree 1,1664,269,885,1170
Lexington,Congaree 2,Lexington: Congaree 2,1069,267,541,819
Lexington,Cromer,Lexington: Cromer,1317,322,716,1051
Lexington,Dreher Island,Lexington: Dreher Island,1707,237,1199,1445
Lexington,Dutchman Shores,Lexington: Dutchman Shores,3382,649,2238,2923
Lexington,Edenwood,Lexington: Edenwood,2125,637,1009,1672
Lexington,Edmund 1,Lexington: Edmund 1,1321,248,624,885
Lexington,Edmund 2,Lexington: Edmund 2,1877,281,1077,1370
Lexington,Emmanuel Church,Lexington: Emmanuel Church,1984,455,1038,1516
Lexington,Fairview,Lexington: Fairview,1321,191,812,1013
Lexington,Faith Church,Lexington: Faith Church,1342,390,641,1046
Lexington,Gardendale,Lexington: Gardendale,1354,577,379,973
Lexington,Gaston 1,Lexington: Gaston 1,1201,150,691,856
Lexington,Gaston 2,Lexington: Gaston 2,1551,269,717,1006
Lexington,Gilbert,Lexington: Gilbert,2309,331,1541,1889
Lexington,Grenadier,Lexington: Grenadier,1694,664,449,1130
Lexington,Hollow Creek,Lexington: Hollow Creek,2905,496,1935,2450
Lexington,Hook'S Store,Lexington: Hook's Store,1940,572,728,1319
Lexington,Irmo,Lexington: Irmo,2254,869,791,1685
Lexington,Kitti Wake,Lexington: Kitti Wake,1587,410,796,1223
Lexington,Lake Murray 1,Lexington: Lake Murray 1,2243,416,1411,1852
Lexington,Lake Murray 2,Lexington: Lake Murray 2,3775,806,2218,3066
Lexington,Leaphart Road,Lexington: Leaphart Road,1070,340,393,744
Lexington,Leesville,Lexington: Leesville,2159,512,1147,1690
Lexington,Lexington No. 1,Lexington: Lexington No 1,2881,775,1452,2256
Lexington,Lexington No. 2,Lexington: Lexington No 2,2050,580,923,1528
Lexington,Lexington No. 3,Lexington: Lexington No 3,3321,768,1848,2654
Lexington,Lexington No. 4,Lexington: Lexington No 4,3183,825,1428,2278
Lexington,Lincreek,Lexington: Lincreek,2424,801,1031,1863
Lexington,Mack-Edisto,Lexington: Mack-Edisto,781,111,523,639
Lexington,Midway,Lexington: Midway,1363,306,802,1130
Lexington,Mims,Lexington: Mims,1304,193,813,1017
Lexington,Mount Horeb,Lexington: Mount Horeb,2604,537,1669,2229
Lexington,Mt. Hebron,Lexington: Mt. Hebron,1379,403,635,1060
Lexington,Murraywood,Lexington: Murraywood,1992,713,850,1595
Lexington,Oakwood,Lexington: Oakwood,2938,739,1523,2311
Lexington,Old Barnwell Road,Lexington: Old Barnwell Road,1762,506,816,1344
Lexington,Old Lexington,Lexington: Old Lexington,3227,651,1941,2632
Lexington,Park Road 1,Lexington: Park Road 1,2261,561,1189,1782
Lexington,Park Road 2,Lexington: Park Road 2,1345,302,753,1062
Lexington,Pelion 1,Lexington: Pelion 1,1305,145,792,946
Lexington,Pelion 2,Lexington: Pelion 2,1459,195,894,1101
Lexington,Pilgrim Chruch,Lexington: Pilgrim Chruch,2620,600,1425,2071
Lexington,Pine Ridge 1,Lexington: Pine Ridge 1,1195,294,655,960
Lexington,Pine Ridge 2,Lexington: Pine Ridge 2,2100,512,1018,1553
Lexington,Pineview,Lexington: Pineview,1770,421,911,1357
Lexington,Platt Springs 1,Lexington: Platt Springs 1,1283,248,740,1002
Lexington,Platt Springs 2,Lexington: Platt Springs 2,3822,1245,1509,2799
Lexington,Pond Branch,Lexington: Pond Branch,2084,260,1298,1575
Lexington,Providence Church,Lexington: Providence Church,2533,522,1613,2158
Lexington,Quail Hollow,Lexington: Quail Hollow,1988,606,928,1553
Lexington,Quail Valley,Lexington: Quail Valley,2064,759,758,1543
Lexington,Red Bank,Lexington: Red Bank,4240,1051,2129,3221
Lexington,Red Bank South 1,Lexington: Red Bank South 1,2012,355,1085,1460
Lexington,Red Bank South 2,Lexington: Red Bank South 2,1780,472,925,1412
Lexington,Ridge Road,Lexington: Ridge Road,2306,306,1654,1983
Lexington,River Bluff,Lexington: River Bluff,3224,849,1761,2673
Lexington,Round Hill,Lexington: Round Hill,4052,840,2253,3134
Lexington,Saluda River,Lexington: Saluda River,1729,589,618,1234
Lexington,Sand Hill,Lexington: Sand Hill,1603,352,684,1045
Lexington,Sandy Run,Lexington: Sandy Run,926,237,518,760
Lexington,Seven Oaks,Lexington: Seven Oaks,1546,605,506,1141
Lexington,Sharpe'S Hill,Lexington: Sharpe's Hill,1940,338,967,1320
Lexington,Springdale,Lexington: Springdale,2071,501,1095,1622
Lexington,Springdale South,Lexington: Springdale South,638,170,285,460
Lexington,St. Davids,Lexington: St. Davids,2598,658,1332,2010
Lexington,St. Michael,Lexington: St. Michael,2300,610,1341,1970
Lexington,Summit,Lexington: Summit,1401,203,849,1064
Lexington,Swansea 1,Lexington: Swansea 1,1133,327,506,849
Lexington,Swansea 2,Lexington: Swansea 2,1458,320,689,1020
Lexington,West Columbia No. 1,Lexington: West Columbia No 1,1012,374,294,685
Lexington,West Columbia No. 2,Lexington: West Columbia No 2,551,243,73,324
Lexington,West Columbia No. 3,Lexington: West Columbia No 3,776,292,313,622
Lexington,West Columbia No. 4,Lexington: West Columbia No 4,1487,451,582,1048
Lexington,Westover,Lexington: Westover,1530,464,786,1274
Lexington,White Knoll,Lexington: White Knoll,2705,598,1418,2043
Lexington,Whitehall,Lexington: Whitehall,2080,800,812,1646
Lexington,Woodland Hills,Lexington: Woodland Hills,1309,491,311,818
Marion,Britton'S Neck,Marion: Britton's Neck,1441,553,373,938
Marion,Centenary,Marion: Centenary,1381,562,316,889
Marion,Friendship,Marion: Friendship,313,138,76,215
Marion,Marion No. 1,Marion: Marion No 1,1444,459,215,682
Marion,Marion No. 2,Marion: Marion No 2,1484,425,527,968
Marion,Marion North,Marion: Marion North,1612,495,512,1019
Marion,Marion South,Marion: Marion South,2890,1124,482,1627
Marion,Marion West,Marion: Marion West,1239,326,493,827
Marion,N East Mullins,Marion: N East Mullins,2157,703,521,1242
Marion,N West Mullins,Marion: N West Mullins,1646,547,301,857
Marion,Nichols,Marion: Nichols,2214,138,313,452
Marion,Rains,Marion: Rains,809,289,197,496
Marion,S East Mullins,Marion: S East Mullins,1477,281,671,968
Marion,S West Mullins,Marion: S West Mullins,1620,546,461,1012
Marion,Sellers,Marion: Sellers,242,92,49,142
Marion,Temperance,Marion: Temperance,1080,406,238,655
Marion,Zion,Marion: Zion,561,188,151,345
Marlboro,Adamsville,Marlboro: Adamsville,430,111,190,304
Marlboro,Blenheim,Marlboro: Blenheim,298,86,112,204
Marlboro,Brightsville,Marlboro: Brightsville,681,209,241,452
Marlboro,Brownsville,Marlboro: Brownsville,311,74,166,242
Marlboro,Clio,Marlboro: Clio,1337,561,322,895
Marlboro,E Bennettsville,Marlboro: E Bennettsville,1610,557,330,899
Marlboro,East Mccoll,Marlboro: East Mccoll,767,99,396,501
Marlboro,Mccoll,Marlboro: Mccoll,1231,270,470,744
Marlboro,N Bennettsville,Marlboro: N Bennettsville,2508,896,804,1724
Marlboro,Quicks X Roads,Marlboro: Quicks X Roads,934,317,289,612
Marlboro,Red Hill,Marlboro: Red Hill,1175,345,466,819
Marlboro,S Bennettsville,Marlboro: S Bennettsville,866,410,61,477
Marlboro,Tatum,Marlboro: Tatum,376,121,141,266
Marlboro,W Bennettsville,Marlboro: W Bennettsville,1824,734,335,1088
Marlboro,Wallace,Marlboro: Wallace,1196,306,529,839
McCormick,Bethany,McCormick: Bethany,298,171,67,240
McCormick,Clark'S Hill,McCormick: Clark's Hill,530,163,221,386
McCormick,Mccormick No. 1,McCormick: Mccormick No 1,1144,485,340,840
McCormick,Mccormick No. 2,McCormick: Mccormick No 2,799,354,183,550
McCormick,Modoc,McCormick: Modoc,272,24,209,234
McCormick,Monticello,McCormick: Monticello,761,193,489,688
McCormick,Mt. Carmel,McCormick: Mt. Carmel,182,96,30,130
McCormick,Parksville,McCormick: Parksville,206,26,137,165
McCormick,Plum Branch,McCormick: Plum Branch,764,300,296,602
McCormick,Savannah,McCormick: Savannah,2436,609,1505,2136
McCormick,Willington,McCormick: Willington,229,89,85,176
Newberry,Beth - Eden,Newberry: Beth - Eden,575,145,291,445
Newberry,Bush River,Newberry: Bush River,299,55,210,265
Newberry,Chappells,Newberry: Chappells,717,174,438,618
Newberry,Consolidated Number 5,Newberry: Consolidated Number 5,1071,207,652,874
Newberry,Fairview,Newberry: Fairview,1967,344,1333,1691
Newberry,Hartford,Newberry: Hartford,981,258,480,745
Newberry,Helena,Newberry: Helena,698,364,124,491
Newberry,Johnstone,Newberry: Johnstone,495,98,277,382
Newberry,Kinards-Jalapa,Newberry: Kinards-Jalapa,438,89,276,368
Newberry,Little Mountain,Newberry: Little Mountain,1431,265,914,1195
Newberry,Maybinton,Newberry: Maybinton,58,31,17,49
Newberry,Mt. Bethel-Garmany,Newberry: Mt. Bethel-Garmany,1190,407,435,857
Newberry,Newberry Ward 1,Newberry: Newberry Ward 1,394,130,126,258
Newberry,Newberry Ward 2,Newberry: Newberry Ward 2,933,259,428,696
Newberry,Newberry Ward 3,Newberry: Newberry Ward 3,772,265,252,532
Newberry,Newberry Ward 4,Newberry: Newberry Ward 4,443,222,49,273
Newberry,Newberry Ward 5,Newberry: Newberry Ward 5,538,217,37,259
Newberry,Newberry Ward 6,Newberry: Newberry Ward 6,1113,350,405,770
Newberry,Oakland,Newberry: Oakland,669,240,103,346
Newberry,O'Neal,Newberry: O'Neal,1633,282,1101,1395
Newberry,Peak,Newberry: Peak,128,24,78,102
Newberry,Pomaria,Newberry: Pomaria,595,90,401,500
Newberry,Prosperity City,Newberry: Prosperity City,784,240,347,596
Newberry,Prosperity Outside,Newberry: Prosperity Outside,957,206,517,735
Newberry,Silverstreet,Newberry: Silverstreet,688,164,410,579
Newberry,St. Phillips-Jolly Street,Newberry: St. Phillips-Jolly Street,1081,273,595,873
Newberry,Stoney Hill,Newberry: Stoney Hill,793,102,597,703
Newberry,Wheeland,Newberry: Wheeland,482,54,361,419
Newberry,Whitmire City,Newberry: Whitmire City,745,138,391,534
Newberry,Whitmire Outside,Newberry: Whitmire Outside,733,144,420,572
Oconee,Bountyland,Oconee: Bountyland,1733,352,1012,1380
Oconee,Earles Grove,Oconee: Earles Grove,907,89,633,727
Oconee,Fair Play,Oconee: Fair Play,1114,147,759,911
Oconee,Friendship,Oconee: Friendship,2003,319,1170,1510
Oconee,Holly Springs,Oconee: Holly Springs,374,11,284,296
Oconee,Keowee,Oconee: Keowee,2375,384,1631,2033
Oconee,Long Creek,Oconee: Long Creek,449,130,230,369
Oconee,Madison,Oconee: Madison,627,43,421,470
Oconee,Mountain Rest,Oconee: Mountain Rest,1039,192,694,893
Oconee,New Hope,Oconee: New Hope,2884,577,1900,2502
Oconee,Newry-Corinth,Oconee: Newry-Corinth,310,57,183,240
Oconee,Oakway,Oconee: Oakway,1436,158,945,1116
Oconee,Ravenel,Oconee: Ravenel,2399,671,1167,1881
Oconee,Return,Oconee: Return,809,91,547,642
Oconee,Richland,Oconee: Richland,1120,160,741,914
Oconee,Salem,Oconee: Salem,2375,367,1513,1902
Oconee,Seneca 1,Oconee: Seneca 1,2726,829,1100,1959
Oconee,Seneca 2,Oconee: Seneca 2,2175,539,1028,1592
Oconee,Seneca 3,Oconee: Seneca 3,1522,295,883,1188
Oconee,Seneca 4,Oconee: Seneca 4,2693,737,1109,1877
Oconee,Shiloh,Oconee: Shiloh,1249,332,567,909
Oconee,South Union,Oconee: South Union,1736,295,1093,1402
Oconee,Stamp Creek,Oconee: Stamp Creek,2947,876,1572,2480
Oconee,Tamassee,Oconee: Tamassee,1204,121,890,1023
Oconee,Tokeena-Providence,Oconee: Tokeena-Providence,1277,170,816,996
Oconee,Utica,Oconee: Utica,740,163,333,504
Oconee,Walhalla 1,Oconee: Walhalla 1,3550,566,2338,2934
Oconee,Walhalla 2,Oconee: Walhalla 2,2686,384,1582,1993
Oconee,West Union,Oconee: West Union,2155,342,1361,1716
Oconee,Westminster 1,Oconee: Westminster 1,2963,359,1986,2376
Oconee,Westminster 2,Oconee: Westminster 2,1864,215,1210,1439
Orangeburg,Bethel,Orangeburg: Bethel,666,280,153,441
Orangeburg,Bolentown,Orangeburg: Bolentown,1207,329,462,796
Orangeburg,Bowman 1,Orangeburg: Bowman 1,1377,606,294,905
Orangeburg,Bowman 2,Orangeburg: Bowman 2,790,279,269,555
Orangeburg,Branchville 1,Orangeburg: Branchville 1,1011,262,443,710
Orangeburg,Branchville 2,Orangeburg: Branchville 2,450,109,209,321
Orangeburg,Brookdale,Orangeburg: Brookdale,1296,883,41,935
Orangeburg,Cope,Orangeburg: Cope,691,149,324,480
Orangeburg,Cordova 1,Orangeburg: Cordova 1,1441,415,525,947
Orangeburg,Cordova 2,Orangeburg: Cordova 2,1484,500,351,856
Orangeburg,Edisto,Orangeburg: Edisto,985,171,550,732
Orangeburg,Elloree 1,Orangeburg: Elloree 1,993,309,332,647
Orangeburg,Elloree 2,Orangeburg: Elloree 2,691,328,120,452
Orangeburg,Eutawville 1,Orangeburg: Eutawville 1,1536,398,633,1045
Orangeburg,Eutawville 2,Orangeburg: Eutawville 2,1834,901,274,1182
Orangeburg,Four Holes,Orangeburg: Four Holes,548,97,281,381
Orangeburg,Holly Hill 1,Orangeburg: Holly Hill 1,1930,687,565,1262
Orangeburg,Holly Hill 2,Orangeburg: Holly Hill 2,1859,896,227,1134
Orangeburg,Jamison,Orangeburg: Jamison,1841,870,333,1216
Orangeburg,Limestone 1,Orangeburg: Limestone 1,1645,715,315,1045
Orangeburg,Limestone 2,Orangeburg: Limestone 2,1662,762,345,1119
Orangeburg,Neeses-Livingston,Orangeburg: Neeses-Livingston,1116,208,528,742
Orangeburg,Nix,Orangeburg: Nix,1167,590,34,632
Orangeburg,North 1,Orangeburg: North 1,1205,399,405,812
Orangeburg,North 2,Orangeburg: North 2,1264,369,528,900
Orangeburg,Norway,Orangeburg: Norway,1223,442,380,830
Orangeburg,Orangeburg Wd 1,Orangeburg: Orangeburg Wd 1,650,259,144,409
Orangeburg,Orangeburg Wd 10,Orangeburg: Orangeburg Wd 10,909,433,169,611
Orangeburg,Orangeburg Wd 2,Orangeburg: Orangeburg Wd 2,559,206,26,237
Orangeburg,Orangeburg Wd 3,Orangeburg: Orangeburg Wd 3,987,429,24,457
Orangeburg,Orangeburg Wd 4,Orangeburg: Orangeburg Wd 4,1404,265,13,283
Orangeburg,Orangeburg Wd 5,Orangeburg: Orangeburg Wd 5,516,223,24,250
Orangeburg,Orangeburg Wd 6,Orangeburg: Orangeburg Wd 6,750,285,85,378
Orangeburg,Orangeburg Wd 8,Orangeburg: Orangeburg Wd 8,645,262,161,427
Orangeburg,Orangeburg Wd 9,Orangeburg: Orangeburg Wd 9,544,264,73,342
Orangeburg,Ornageburg Wd 7,Orangeburg: Orangeburg Wd 7,733,374,162,543
Orangeburg,Pine Hill,Orangeburg: Pine Hill,1107,380,325,713
Orangeburg,Providence,Orangeburg: Providence,1078,477,221,704
Orangeburg,Rowesville,Orangeburg: Rowesville,580,185,197,385
Orangeburg,Santee 1,Orangeburg: Santee 1,1706,457,713,1182
Orangeburg,Santee 2,Orangeburg: Santee 2,1155,662,63,737
Orangeburg,Springfield,Orangeburg: Springfield,1190,404,403,816
Orangeburg,Suburban 1,Orangeburg: Suburban 1,586,264,15,281
Orangeburg,Suburban 2,Orangeburg: Suburban 2,626,311,11,324
Orangeburg,Suburban 3,Orangeburg: Suburban 3,1355,694,98,805
Orangeburg,Suburban 4,Orangeburg: Suburban 4,417,126,61,189
Orangeburg,Suburban 5,Orangeburg: Suburban 5,1166,518,159,680
Orangeburg,Suburban 6,Orangeburg: Suburban 6,853,249,233,485
Orangeburg,Suburban 7,Orangeburg: Suburban 7,1979,818,673,1509
Orangeburg,Suburban 8,Orangeburg: Suburban 8,799,364,227,601
Orangeburg,Suburban 9,Orangeburg: Suburban 9,1460,682,139,832
Orangeburg,Vance,Orangeburg: Vance,1538,702,315,1023
Orangeburg,Whittaker,Orangeburg: Whittaker,1115,568,90,668
Pickens,Abel,Pickens: Abel,786,314,209,534
Pickens,Albert R. Lewis,Pickens: Albert R. Lewis,1333,143,991,1140
Pickens,Arial Mill,Pickens: Arial Mill,1037,135,644,791
Pickens,Brushy Creek,Pickens: Brushy Creek,1753,388,1064,1471
Pickens,Calhoun,Pickens: Calhoun,1022,311,289,613
Pickens,Cedar Rock,Pickens: Cedar Rock,1230,150,862,1024
Pickens,Clemson,Pickens: Clemson,2165,801,927,1768
Pickens,Crescent Hill,Pickens: Crescent Hill,1261,132,889,1031
Pickens,Crestview,Pickens: Crestview,1433,265,984,1262
Pickens,Crossroads,Pickens: Crossroads,1336,155,936,1106
Pickens,Crosswell,Pickens: Crosswell,1434,189,931,1133
Pickens,Dacusville,Pickens: Dacusville,1070,119,777,899
Pickens,Easley,Pickens: Easley,1197,258,627,898
Pickens,East Liberty,Pickens: East Liberty,1068,148,670,835
Pickens,East Pickens,Pickens: East Pickens,1189,109,850,972
Pickens,Flat Rock,Pickens: Flat Rock,1310,159,871,1042
Pickens,Forest Acres,Pickens: Forest Acres,1159,221,624,862
Pickens,Fruit Mountain,Pickens: Fruit Mountain,892,123,509,637
Pickens,Georges Creek,Pickens: Georges Creek,1089,192,631,835
Pickens,Glassy Mountain,Pickens: Glassy Mountain,1254,106,867,983
Pickens,Griffin,Pickens: Griffin,1504,141,1097,1246
Pickens,Holly Springs,Pickens: Holly Springs,1624,280,1093,1390
Pickens,Issaqueena,Pickens: Issaqueena,861,308,289,619
Pickens,Lawrence Chapel,Pickens: Lawrence Chapel,1210,252,750,1017
Pickens,Lenhart,Pickens: Lenhart,1704,337,1065,1426
Pickens,Mcallister,Pickens: Mcallister,1078,178,630,815
Pickens,Mckissick,Pickens: Mckissick,1167,219,633,865
Pickens,Morrison,Pickens: Morrison,1183,391,430,848
Pickens,Mountain View,Pickens: Mountain View,2117,401,1346,1767
Pickens,Nine Forks,Pickens: Nine Forks,1386,132,1036,1179
Pickens,Norris,Pickens: Norris,1192,136,794,937
Pickens,North Central,Pickens: North Central,1190,280,647,953
Pickens,North Liberty,Pickens: North Liberty,1134,149,699,861
Pickens,North Pickens,Pickens: North Pickens,1379,172,936,1119
Pickens,Pendleton,Pickens: Pendleton,1102,111,765,886
Pickens,Pickensville,Pickens: Pickensville,1184,276,616,914
Pickens,Pike,Pickens: Pike,1044,311,439,771
Pickens,Pope Field,Pickens: Pope Field,1377,324,741,1084
Pickens,Praters Creek,Pickens: Praters Creek,978,69,732,810
Pickens,Pumpkintown,Pickens: Pumpkintown,1636,231,1132,1375
Pickens,Rices Creek,Pickens: Rices Creek,1240,149,846,1002
Pickens,Rock Springs,Pickens: Rock Springs,1433,302,786,1103
Pickens,Saluda,Pickens: Saluda,1136,187,662,851
Pickens,Sheffield,Pickens: Sheffield,1367,235,892,1139
Pickens,Simpson,Pickens: Simpson,1096,308,407,725
Pickens,Sitton,Pickens: Sitton,1341,294,826,1130
Pickens,Six Mile,Pickens: Six Mile,1513,154,1100,1268
Pickens,Six Mile Mountain,Pickens: Six Mile Mountain,1513,194,1082,1291
Pickens,Skelton,Pickens: Skelton,1149,103,792,912
Pickens,Smith Grove,Pickens: Smith Grove,889,130,549,682
Pickens,South Central,Pickens: South Central,1331,296,495,806
Pickens,South Pickens,Pickens: South Pickens,1189,246,647,907
Pickens,Stone Church,Pickens: Stone Church,1188,471,428,933
Pickens,Tri County,Pickens: Tri County,552,97,351,449
Pickens,University,Pickens: University,535,189,198,397
Pickens,Vinland,Pickens: Vinland,1045,137,701,844
Pickens,West Central,Pickens: West Central,1121,289,334,635
Pickens,West Liberty,Pickens: West Liberty,1306,155,917,1086
Pickens,West Pickens,Pickens: West Pickens,1467,180,941,1136
Pickens,Woodside,Pickens: Woodside,1757,452,861,1329
Pickens,Zion,Pickens: Zion,1072,149,661,818
Richland,Arcadia,Richland: Arcadia,1618,672,407,1110
Richland,Ardincaple,Richland: Ardincaple,516,237,20,259
Richland,Ballentine 1,Richland: Ballentine 1,1787,485,752,1253
Richland,Ballentine 2,Richland: Ballentine 2,2288,552,1115,1687
Richland,Beatty Road,Richland: Beatty Road,1036,298,66,369
Richland,Bluff,Richland: Bluff,2042,1067,76,1170
Richland,Blythewood 1,Richland: Blythewood 1,2523,824,1036,1891
Richland,Blythewood 2,Richland: Blythewood 2,2856,1051,977,2050
Richland,Blythewood 3,Richland: Blythewood 3,3530,1818,820,2670
Richland,Bookman,Richland: Bookman,3421,1528,733,2293
Richland,Brandon 1,Richland: Brandon 1,2192,931,302,1259
Richland,Brandon 2,Richland: Brandon 2,2242,880,180,1083
Richland,Briarwood,Richland: Briarwood,2753,1202,318,1542
Richland,Bridge Creek,Richland: Bridge Creek,2372,1252,314,1606
Richland,Caughman Road,Richland: Caughman Road,2121,1084,321,1428
Richland,College Place,Richland: College Place,1596,707,44,771
Richland,Cooper,Richland: Cooper,1205,434,476,923
Richland,Dennyside,Richland: Dennyside,1173,373,256,650
Richland,Dentsville,Richland: Dentsville,2235,1037,115,1167
Richland,Dutch Fork 1,Richland: Dutch Fork 1,1537,399,776,1190
Richland,Dutch Fork 2,Richland: Dutch Fork 2,1792,628,640,1292
Richland,Dutch Fork 3,Richland: Dutch Fork 3,2631,758,1224,2021
Richland,Dutch Fork 4,Richland: Dutch Fork 4,1953,611,735,1371
Richland,East Forest Acres,Richland: East Forest Acres,1514,493,631,1146
Richland,Eastover,Richland: Eastover,1277,644,94,752
Richland,Edgewood,Richland: Edgewood,1899,700,47,754
Richland,Estates,Richland: Estates,2199,955,518,1506
Richland,Fairlawn,Richland: Fairlawn,3142,1619,329,1988
