County,Precinct,JoinField,Trump,Harris,Total
UTAH,EM410,UTAH: EM410,434,108,570
UTAH,EM411,UTAH: EM411,364,191,603
UTAH,EM412,UTAH: EM412,631,282,992
UTAH,EM413,UTAH: EM413,519,182,743
UTAH,EM414,UTAH: EM414,499,190,725
UTAH,EM415,UTAH: EM415,593,259,911
UTAH,EM416,UTAH: EM416,634,264,963
UTAH,EM417,UTAH: EM417,572,242,867
UTAH,EM418,UTAH: EM418,518,162,708
UTAH,EM419,UTAH: EM419,575,202,828
UTAH,EM420,UTAH: EM420,488,207,731
UTAH,EM421,UTAH: EM421,669,271,977
UTAH,EM422,UTAH: EM422,507,194,734
UTAH,EM423,UTAH: EM423,353,80,461
UTAH,EM424,UTAH: EM424,456,136,636
UTAH,EM425,UTAH: EM425,333,146,499
UTAH,EM426,UTAH: EM426,725,215,992
UTAH,EM427,UTAH: EM427,416,104,547
UTAH,EM428,UTAH: EM428,579,137,752
UTAH,EM429,UTAH: EM429,727,222,998
UTAH,ER401,UTAH: ER401,800,172,1020
UTAH,ER402,UTAH: ER402,660,140,842
UTAH,ER403,UTAH: ER403,620,143,806
UTAH,FF401,UTAH: FF401,92,18,115
UTAH,GE401,UTAH: GE401,606,50,683
UTAH,GE402,UTAH: GE402,203,15,228
UTAH,GO401,UTAH: GO401,319,56,388
UTAH,HI301,UTAH: HI301,733,239,1034
UTAH,HI302,UTAH: HI302,757,168,999
UTAH,HI304,UTAH: HI304,419,165,642
UTAH,HI305,UTAH: HI305,607,165,832
UTAH,HI306,UTAH: HI306,576,189,829
UTAH,HI307,UTAH: HI307,786,253,1131
UTAH,HI308,UTAH: HI308,492,156,682
UTAH,HI309,UTAH: HI309,360,89,501
UTAH,HI310,UTAH: HI310,463,135,648
UTAH,HI311,UTAH: HI311,523,216,814
UTAH,HI312,UTAH: HI312,692,236,997
UTAH,HI313,UTAH: HI313,385,62,476
UTAH,HI314,UTAH: HI314,572,174,818
UTAH,HI315,UTAH: HI315,405,161,619
UTAH,HI316,UTAH: HI316,499,140,683
UTAH,LE301,UTAH: LE301,660,350,1082
UTAH,LE302,UTAH: LE302,562,314,923
UTAH,LE304,UTAH: LE304,601,266,935
UTAH,LE305,UTAH: LE305,393,197,623
UTAH,LE306,UTAH: LE306,564,340,966
UTAH,LE308,UTAH: LE308,589,184,849
UTAH,LE309,UTAH: LE309,646,253,974
UTAH,LE310,UTAH: LE310,569,316,951
UTAH,LE311,UTAH: LE311,654,294,1027
UTAH,LE312,UTAH: LE312,724,314,1113
UTAH,LE314,UTAH: LE314,708,226,1032
UTAH,LE315,UTAH: LE315,646,257,1003
UTAH,LE316,UTAH: LE316,729,254,1072
UTAH,LE317,UTAH: LE317,578,231,882
UTAH,LE318,UTAH: LE318,524,141,737
UTAH,LE319,UTAH: LE319,53,47,101
UTAH,LE320,UTAH: LE320,657,222,939
UTAH,LE321,UTAH: LE321,672,236,986
UTAH,LE401,UTAH: LE401,335,205,583
UTAH,LE402,UTAH: LE402,296,129,456
UTAH,LE403,UTAH: LE403,1,0,1
UTAH,LE404,UTAH: LE404,492,279,816
UTAH,LE405,UTAH: LE405,424,211,676
UTAH,LE406,UTAH: LE406,713,324,1098
UTAH,LE407,UTAH: LE407,458,173,686
UTAH,LE408,UTAH: LE408,425,168,636
UTAH,LE409,UTAH: LE409,271,201,505
UTAH,LE410,UTAH: LE410,401,129,555
UTAH,LE411,UTAH: LE411,488,135,678
UTAH,LE412,UTAH: LE412,656,261,962
UTAH,LE413,UTAH: LE413,594,263,923
UTAH,LE414,UTAH: LE414,353,167,547
UTAH,LE415,UTAH: LE415,351,138,514
UTAH,LE416,UTAH: LE416,714,185,975
UTAH,LE417,UTAH: LE417,607,284,957
UTAH,LE418,UTAH: LE418,552,282,897
UTAH,LE419,UTAH: LE419,583,255,909
UTAH,LE420,UTAH: LE420,833,362,1280
UTAH,LE421,UTAH: LE421,496,141,677
UTAH,LE422,UTAH: LE422,722,286,1085
UTAH,LE423,UTAH: LE423,539,241,833
UTAH,LE424,UTAH: LE424,555,174,779
UTAH,LE425,UTAH: LE425,401,251,680
UTAH,LE426,UTAH: LE426,388,245,672
UTAH,LE427,UTAH: LE427,491,268,793
UTAH,LE428,UTAH: LE428,505,300,834
UTAH,LE429,UTAH: LE429,83,42,134
UTAH,LI301,UTAH: LI301,554,234,839
UTAH,LI302,UTAH: LI302,672,149,880
UTAH,LI304,UTAH: LI304,436,141,623
UTAH,LI305,UTAH: LI305,589,149,790
UTAH,LI306,UTAH: LI306,606,151,825
UTAH,LI307,UTAH: LI307,367,161,580
UTAH,LI308,UTAH: LI308,684,246,1030
UTAH,LI309,UTAH: LI309,329,156,528
UTAH,LI310,UTAH: LI310,295,98,425
UTAH,MA401,UTAH: MA401,690,219,984
UTAH,MA402,UTAH: MA402,529,185,758
UTAH,MA403,UTAH: MA403,544,153,751
UTAH,MA404,UTAH: MA404,793,245,1124
UTAH,MA405,UTAH: MA405,683,166,904
UTAH,MA406,UTAH: MA406,577,222,857
UTAH,MA407,UTAH: MA407,391,64,485
UTAH,MA408,UTAH: MA408,836,141,1038
UTAH,MA409,UTAH: MA409,375,133,537
UTAH,MA410,UTAH: MA410,688,175,900
UTAH,NAF401,UTAH: NAF401,0,0,0
UTAH,NAL306,UTAH: NAL306,0,0,0
UTAH,NBL401,UTAH: NBL401,3,1,4
UTAH,NCH308,UTAH: NCH308,0,0,0
UTAH,NDR302,UTAH: NDR302,0,0,0
UTAH,NLE301,UTAH: NLE301,0,0,0
UTAH,NLE305,UTAH: NLE305,0,0,0
UTAH,NLE307,UTAH: NLE307,0,0,0
UTAH,NLE309,UTAH: NLE309,0,0,0
UTAH,NLE401,UTAH: NLE401,0,0,0
UTAH,NLE402,UTAH: NLE402,0,0,0
UTAH,NLE407,UTAH: NLE407,0,0,0
UTAH,NLE409,UTAH: NLE409,0,0,0
UTAH,NPA401,UTAH: NPA401,0,0,0
UTAH,NPR308,UTAH: NPR308,1,0,1
UTAH,NPR321,UTAH: NPR321,1,0,1
UTAH,NPR364,UTAH: NPR364,1,0,1
UTAH,NSA403,UTAH: NSA403,0,0,0
UTAH,NSF401,UTAH: NSF401,1,0,1
UTAH,NSF410,UTAH: NSF410,1,0,1
UTAH,NSP406,UTAH: NSP406,0,0,0
UTAH,NSP414,UTAH: NSP414,0,0,0
UTAH,NSR409,UTAH: NSR409,0,0,0
UTAH,NSR417,UTAH: NSR417,1,0,1
UTAH,NSR424,UTAH: NSR424,0,0,0
UTAH,NUL303,UTAH: NUL303,0,0,0
UTAH,NUL401,UTAH: NUL401,1,0,1
UTAH,NUL402,UTAH: NUL402,0,0,0
UTAH,OR301,UTAH: OR301,520,258,845
UTAH,OR302,UTAH: OR302,629,306,1013
UTAH,OR303,UTAH: OR303,97,59,165
UTAH,OR304,UTAH: OR304,503,281,865
UTAH,OR305,UTAH: OR305,511,305,907
UTAH,OR306,UTAH: OR306,576,271,923
UTAH,OR308,UTAH: OR308,440,230,722
UTAH,OR309,UTAH: OR309,559,303,917
UTAH,OR310,UTAH: OR310,480,288,813
UTAH,OR311,UTAH: OR311,556,331,942
UTAH,OR312,UTAH: OR312,518,325,925
UTAH,OR314,UTAH: OR314,459,284,810
UTAH,OR316,UTAH: OR316,498,264,812
UTAH,OR317,UTAH: OR317,475,232,759
UTAH,OR318,UTAH: OR318,497,208,768
UTAH,OR320,UTAH: OR320,438,204,705
UTAH,OR321,UTAH: OR321,513,245,847
UTAH,OR322,UTAH: OR322,389,232,653
UTAH,OR323,UTAH: OR323,401,250,703
UTAH,OR324,UTAH: OR324,463,262,772
UTAH,OR326,UTAH: OR326,410,223,657
UTAH,OR327,UTAH: OR327,419,267,733
UTAH,OR328,UTAH: OR328,356,167,566
UTAH,OR329,UTAH: OR329,335,238,609
UTAH,OR330,UTAH: OR330,458,273,792
UTAH,OR332,UTAH: OR332,577,297,960
UTAH,OR333,UTAH: OR333,478,255,808
UTAH,OR334,UTAH: OR334,386,202,652
UTAH,OR335,UTAH: OR335,609,324,999
UTAH,OR336,UTAH: OR336,613,355,1019
UTAH,OR337,UTAH: OR337,241,174,445
UTAH,OR338,UTAH: OR338,522,292,893
UTAH,OR340,UTAH: OR340,221,106,338
UTAH,OR341,UTAH: OR341,555,252,856
UTAH,OR342,UTAH: OR342,323,240,605
UTAH,OR344,UTAH: OR344,579,263,908
UTAH,OR345,UTAH: OR345,610,271,971
UTAH,OR346,UTAH: OR346,393,284,733
UTAH,OR348,UTAH: OR348,492,218,763
UTAH,OR349,UTAH: OR349,498,352,914
UTAH,OR350,UTAH: OR350,650,297,1021
UTAH,OR352,UTAH: OR352,352,177,556
UTAH,OR353,UTAH: OR353,290,196,511
UTAH,OR354,UTAH: OR354,329,169,550
UTAH,OR356,UTAH: OR356,431,245,740
UTAH,OR357,UTAH: OR357,501,256,826
UTAH,OR358,UTAH: OR358,408,197,648
UTAH,OR359,UTAH: OR359,360,236,619
UTAH,OR360,UTAH: OR360,424,264,723
UTAH,OR361,UTAH: OR361,361,233,630
UTAH,OR362,UTAH: OR362,496,248,783
UTAH,OR363,UTAH: OR363,291,206,532
UTAH,PA401,UTAH: PA401,516,170,710
UTAH,PA402,UTAH: PA402,585,143,776
UTAH,PA403,UTAH: PA403,434,131,598
UTAH,PA404,UTAH: PA404,477,156,658
UTAH,PA405,UTAH: PA405,691,231,963
UTAH,PA406,UTAH: PA406,502,155,683
UTAH,PA407,UTAH: PA407,545,166,760
UTAH,PA408,UTAH: PA408,435,130,601
UTAH,PA409,UTAH: PA409,385,144,554
UTAH,PA410,UTAH: PA410,755,216,1041
UTAH,PA411,UTAH: PA411,502,135,675
UTAH,PA412,UTAH: PA412,486,125,665
UTAH,PA413,UTAH: PA413,642,195,900
UTAH,PA414,UTAH: PA414,2,0,2
UTAH,PG301,UTAH: PG301,140,38,189
UTAH,PG302,UTAH: PG302,876,171,1114
UTAH,PG303,UTAH: PG303,697,200,1000
UTAH,PG304,UTAH: PG304,528,156,753
UTAH,PG306,UTAH: PG306,621,196,891
UTAH,PG307,UTAH: PG307,375,147,573
UTAH,PG308,UTAH: PG308,483,158,690
UTAH,PG309,UTAH: PG309,354,122,512
UTAH,PG310,UTAH: PG310,412,185,648
UTAH,PG311,UTAH: PG311,620,287,967
UTAH,PG312,UTAH: PG312,479,195,726
UTAH,PG313,UTAH: PG313,485,239,780
UTAH,PG314,UTAH: PG314,563,255,882
UTAH,PG316,UTAH: PG316,604,298,961
UTAH,PG317,UTAH: PG317,451,178,679
UTAH,PG318,UTAH: PG318,468,207,709
UTAH,PG319,UTAH: PG319,360,232,619
UTAH,PG320,UTAH: PG320,201,133,348
UTAH,PG321,UTAH: PG321,269,209,504
UTAH,PG322,UTAH: PG322,349,234,616
UTAH,PG323,UTAH: PG323,402,239,679
UTAH,PG324,UTAH: PG324,547,225,837
UTAH,PG325,UTAH: PG325,627,238,928
UTAH,PG326,UTAH: PG326,552,214,814
UTAH,PR301,UTAH: PR301,3,1,4
UTAH,PR302,UTAH: PR302,377,221,638
UTAH,PR304,UTAH: PR304,173,114,320
UTAH,PR305,UTAH: PR305,472,203,727
UTAH,PR306,UTAH: PR306,231,133,395
UTAH,PR307,UTAH: PR307,577,390,1061
UTAH,PR308,UTAH: PR308,536,216,805
UTAH,PR310,UTAH: PR310,578,290,941
UTAH,PR311,UTAH: PR311,359,262,676
UTAH,PR312,UTAH: PR312,332,248,642
UTAH,PR313,UTAH: PR313,370,276,721
UTAH,PR314,UTAH: PR314,403,291,767
UTAH,PR315,UTAH: PR315,463,247,784
UTAH,PR316,UTAH: PR316,231,137,407
UTAH,PR317,UTAH: PR317,339,144,520
UTAH,PR318,UTAH: PR318,366,485,953
UTAH,PR319,UTAH: PR319,230,133,395
UTAH,PR320,UTAH: PR320,341,177,553
UTAH,PR321,UTAH: PR321,340,265,647
UTAH,PR322,UTAH: PR322,278,145,455
UTAH,PR324,UTAH: PR324,281,131,448
UTAH,PR325,UTAH: PR325,342,140,535
UTAH,PR326,UTAH: PR326,638,334,1039
UTAH,PR327,UTAH: PR327,491,267,801
UTAH,PR328,UTAH: PR328,487,374,948
UTAH,PR329,UTAH: PR329,527,339,938
UTAH,PR330,UTAH: PR330,365,211,641
UTAH,PR331,UTAH: PR331,355,218,612
UTAH,PR332,UTAH: PR332,435,294,773
UTAH,PR333,UTAH: PR333,204,120,350
UTAH,PR334,UTAH: PR334,203,204,451
UTAH,PR335,UTAH: PR335,215,171,418
UTAH,PR336,UTAH: PR336,310,216,570
UTAH,PR338,UTAH: PR338,263,177,485
UTAH,PR339,UTAH: PR339,302,219,568
UTAH,PR340,UTAH: PR340,245,252,544
UTAH,PR341,UTAH: PR341,223,157,412
UTAH,PR342,UTAH: PR342,276,206,526
UTAH,PR343,UTAH: PR343,275,263,580
UTAH,PR344,UTAH: PR344,98,133,249
UTAH,PR345,UTAH: PR345,199,159,389
UTAH,PR346,UTAH: PR346,297,204,524
UTAH,PR348,UTAH: PR348,448,243,752
UTAH,PR349,UTAH: PR349,307,184,533
UTAH,PR350,UTAH: PR350,359,208,597
UTAH,PR352,UTAH: PR352,454,234,722
UTAH,PR353,UTAH: PR353,328,240,609
UTAH,PR354,UTAH: PR354,282,256,567
UTAH,PR355,UTAH: PR355,361,369,793
UTAH,PR356,UTAH: PR356,114,80,202
UTAH,PR358,UTAH: PR358,168,122,305
UTAH,PR359,UTAH: PR359,164,156,350
UTAH,PR360,UTAH: PR360,474,357,892
UTAH,PR362,UTAH: PR362,365,355,776
UTAH,PR363,UTAH: PR363,490,338,899
UTAH,PR364,UTAH: PR364,391,289,721
UTAH,PR365,UTAH: PR365,401,256,685
UTAH,PR366,UTAH: PR366,461,257,757
UTAH,PR367,UTAH: PR367,263,194,487
UTAH,PR368,UTAH: PR368,265,219,548
UTAH,PR369,UTAH: PR369,465,357,881
UTAH,SA401,UTAH: SA401,554,189,791
UTAH,SA401:S,UTAH: SA401:S,21,3,24
UTAH,SA402,UTAH: SA402,881,180,1122
UTAH,SA403,UTAH: SA403,690,115,845
UTAH,SA404,UTAH: SA404,478,91,603
UTAH,SA405,UTAH: SA405,533,167,747
UTAH,SA406,UTAH: SA406,660,178,899
UTAH,SA407,UTAH: SA407,665,138,864
UTAH,SF301,UTAH: SF301,0,0,0
UTAH,SF401,UTAH: SF401,479,121,632
UTAH,SF402,UTAH: SF402,463,182,685
UTAH,SF403,UTAH: SF403,705,203,968
UTAH,SF404,UTAH: SF404,533,197,762
UTAH,SF405,UTAH: SF405,614,168,823
UTAH,SF406,UTAH: SF406,411,161,603
UTAH,SF407,UTAH: SF407,666,253,977
UTAH,SF408,UTAH: SF408,645,214,917
UTAH,SF409,UTAH: SF409,471,116,631
UTAH,SF410,UTAH: SF410,683,155,890
UTAH,SF411,UTAH: SF411,353,129,507
UTAH,SF412,UTAH: SF412,655,215,946
UTAH,SF413,UTAH: SF413,480,147,673
UTAH,SF414,UTAH: SF414,382,123,536
UTAH,SF415,UTAH: SF415,419,197,634
UTAH,SF416,UTAH: SF416,596,284,950
UTAH,SF417,UTAH: SF417,428,92,560
UTAH,SF418,UTAH: SF418,876,256,1205
UTAH,SF419,UTAH: SF419,628,269,957
UTAH,SF420,UTAH: SF420,532,128,705
UTAH,SF421,UTAH: SF421,671,214,951
UTAH,SF422,UTAH: SF422,594,168,814
UTAH,SF423,UTAH: SF423,360,118,511
UTAH,SF424,UTAH: SF424,630,170,851
UTAH,SF425,UTAH: SF425,759,265,1077
UTAH,SF426,UTAH: SF426,425,184,653
UTAH,SP301,UTAH: SP301,384,181,602
UTAH,SP302,UTAH: SP302,408,267,714
UTAH,SP304,UTAH: SP304,401,239,678
UTAH,SP305,UTAH: SP305,542,289,892
UTAH,SP306,UTAH: SP306,589,270,921
UTAH,SP307,UTAH: SP307,496,228,771
UTAH,SP308,UTAH: SP308,621,286,976
UTAH,SP310,UTAH: SP310,248,163,439
UTAH,SP401,UTAH: SP401,558,235,862
UTAH,SP402,UTAH: SP402,457,194,696
UTAH,SP403,UTAH: SP403,321,133,488
UTAH,SP404,UTAH: SP404,415,163,636
UTAH,SP405,UTAH: SP405,579,211,887
UTAH,SP406,UTAH: SP406,427,165,655
UTAH,SP408,UTAH: SP408,582,300,946
UTAH,SP409,UTAH: SP409,498,203,749
UTAH,SP410,UTAH: SP410,313,149,480
UTAH,SP411,UTAH: SP411,293,141,450
UTAH,SP412,UTAH: SP412,354,206,591
UTAH,SP413,UTAH: SP413,329,151,521
UTAH,SP414,UTAH: SP414,524,367,933
UTAH,SP415,UTAH: SP415,50,14,67
UTAH,SP416,UTAH: SP416,533,236,844
UTAH,SQ401,UTAH: SQ401,748,159,958
UTAH,SQ402,UTAH: SQ402,738,138,913
UTAH,SQ404,UTAH: SQ404,493,99,609
UTAH,SQ405,UTAH: SQ405,729,150,911
UTAH,SQ406,UTAH: SQ406,513,91,644
UTAH,SQ407,UTAH: SQ407,177,12,196
UTAH,SQ408,UTAH: SQ408,800,148,994
UTAH,SQ409,UTAH: SQ409,507,135,676
UTAH,SQ410,UTAH: SQ410,792,152,985
UTAH,SQ411,UTAH: SQ411,470,80,582
UTAH,SR401,UTAH: SR401,718,314,1115
UTAH,SR402,UTAH: SR402,570,262,888
UTAH,SR403,UTAH: SR403,363,232,639
UTAH,SR404,UTAH: SR404,683,314,1084
UTAH,SR405,UTAH: SR405,269,157,445
UTAH,SR406,UTAH: SR406,379,199,612
UTAH,SR407,UTAH: SR407,665,281,987
UTAH,SR408,UTAH: SR408,486,198,723
UTAH,SR409,UTAH: SR409,665,235,986
UTAH,SR410,UTAH: SR410,712,403,1175
UTAH,SR411,UTAH: SR411,269,161,457
UTAH,SR412,UTAH: SR412,424,195,657
UTAH,SR413,UTAH: SR413,818,230,1140
UTAH,SR414,UTAH: SR414,620,239,910
UTAH,SR415,UTAH: SR415,747,262,1086
UTAH,SR416,UTAH: SR416,529,179,763
UTAH,SR417,UTAH: SR417,641,235,941
UTAH,SR418,UTAH: SR418,716,220,979
UTAH,SR419,UTAH: SR419,675,217,931
UTAH,SR420,UTAH: SR420,758,230,1048
UTAH,SR421,UTAH: SR421,541,169,752
UTAH,SR422,UTAH: SR422,318,95,428
UTAH,SR423,UTAH: SR423,596,191,839
UTAH,SR424,UTAH: SR424,757,189,1006
UTAH,SR425,UTAH: SR425,388,225,673
UTAH,SR426,UTAH: SR426,309,203,553
UTAH,UAF301,UTAH: UAF301,1,0,1
UTAH,UAF307,UTAH: UAF307,0,0,0
UTAH,UAF308,UTAH: UAF308,0,0,0
UTAH,UAF310,UTAH: UAF310,3,1,4
UTAH,UAF317,UTAH: UAF317,11,3,14
UTAH,UAF323,UTAH: UAF323,0,0,0
UTAH,UAF324,UTAH: UAF324,5,2,7
UTAH,UAF401,UTAH: UAF401,26,2,31
UTAH,UAL301,UTAH: UAL301,55,12,72
UTAH,UBE401,UTAH: UBE401,79,7,86
UTAH,UBN401,UTAH: UBN401,308,64,387
UTAH,UBN403,UTAH: UBN403,280,22,311
UTAH,UCB401,UTAH: UCB401,19,0,20
UTAH,UCB402,UTAH: UCB402,105,31,145
UTAH,UCV401,UTAH: UCV401,0,0,0
UTAH,UEL401,UTAH: UEL401,138,14,155
UTAH,UER401,UTAH: UER401,10,3,13
UTAH,UER403,UTAH: UER403,2,0,2
UTAH,UFF401,UTAH: UFF401,6,2,8
UTAH,UGO402,UTAH: UGO402,20,1,23
UTAH,UHC301,UTAH: UHC301,28,7,39
UTAH,UHC402,UTAH: UHC402,184,47,246
UTAH,UHI310,UTAH: UHI310,4,1,5
UTAH,ULE317,UTAH: ULE317,26,6,33
UTAH,ULE410,UTAH: ULE410,35,1,36
UTAH,ULE420,UTAH: ULE420,11,0,12
UTAH,ULE421,UTAH: ULE421,31,4,38
UTAH,ULS401,UTAH: ULS401,350,26,384
UTAH,ULS402,UTAH: ULS402,106,11,118
UTAH,ULV301,UTAH: ULV301,2,1,3
UTAH,ULV302,UTAH: ULV302,2,0,2
UTAH,UMA406,UTAH: UMA406,0,0,0
UTAH,UOR350,UTAH: UOR350,0,0,0
UTAH,UOR360,UTAH: UOR360,0,0,0
UTAH,UPA401,UTAH: UPA401,52,12,68
UTAH,UPA408,UTAH: UPA408,61,10,78
UTAH,UPC301,UTAH: UPC301,92,36,138
UTAH,UPC302,UTAH: UPC302,47,38,91
UTAH,UPM301,UTAH: UPM301,13,0,13
UTAH,UPM402,UTAH: UPM402,233,23,263
UTAH,UPR304,UTAH: UPR304,5,3,8
UTAH,UPR364,UTAH: UPR364,0,0,0
UTAH,USA401,UTAH: USA401,34,6,43
UTAH,USA402,UTAH: USA402,121,14,143
UTAH,USF402,UTAH: USF402,0,0,0
UTAH,USF411,UTAH: USF411,2,0,2
UTAH,USF421,UTAH: USF421,108,26,141
UTAH,USL401,UTAH: USL401,244,49,304
UTAH,USL401:S1,UTAH: USL401:S1,29,4,36
UTAH,USL401:S2,UTAH: USL401:S2,8,1,9
UTAH,USQ401,UTAH: USQ401,19,0,21
UTAH,UWM401,UTAH: UWM401,64,4,76
UTAH,UWM402,UTAH: UWM402,38,6,48
UTAH,UWM402,UTAH: UWM402,800,109,951
UTAH,VI301,UTAH: VI301,230,179,424
UTAH,VI302,UTAH: VI302,305,157,484
UTAH,VI303,UTAH: VI303,450,155,633
UTAH,VI304,UTAH: VI304,393,230,658
UTAH,VI305,UTAH: VI305,298,186,508
UTAH,VI306,UTAH: VI306,525,235,817
UTAH,VI307,UTAH: VI307,573,219,846
UTAH,VI308,UTAH: VI308,806,246,1119
UTAH,WH401,UTAH: WH401,769,207,1042
WASATCH,100,WASATCH: 100,206,161,385
WASATCH,101,WASATCH: 101,76,105,196
WASATCH,102,WASATCH: 102,241,127,378
WASATCH,103,WASATCH: 103,220,112,348
WASATCH,104,WASATCH: 104,294,101,419
WASATCH,105,WASATCH: 105,458,269,776
WASATCH,106,WASATCH: 106,598,351,1005
WASATCH,120,WASATCH: 120,68,41,115
WASATCH,121,WASATCH: 121,35,40,77
WASATCH,200,WASATCH: 200,204,70,294
WASATCH,201,WASATCH: 201,156,110,275
WASATCH,202,WASATCH: 202,146,73,229
WASATCH,203,WASATCH: 203,170,118,299
WASATCH,204,WASATCH: 204,154,67,234
WASATCH,205,WASATCH: 205,207,94,312
WASATCH,206,WASATCH: 206,257,123,414
WASATCH,207,WASATCH: 207,260,83,371
WASATCH,208,WASATCH: 208,277,115,417
WASATCH,300,WASATCH: 300,343,169,541
WASATCH,301,WASATCH: 301,243,171,440
WASATCH,302,WASATCH: 302,303,202,528
WASATCH,303,WASATCH: 303,220,108,350
WASATCH,304,WASATCH: 304,286,170,489
WASATCH,305,WASATCH: 305,397,256,694
WASATCH,306,WASATCH: 306,236,209,473
WASATCH,307,WASATCH: 307,223,136,402
WASATCH,320,WASATCH: 320,48,83,140
WASATCH,330,WASATCH: 330,1,4,5
WASATCH,331,WASATCH: 331,2,0,2
WASATCH,340,WASATCH: 340,167,74,256
WASATCH,350,WASATCH: 350,135,144,291
WASATCH,400,WASATCH: 400,160,296,476
WASATCH,410,WASATCH: 410,374,152,565
WASATCH,411,WASATCH: 411,303,69,398
WASATCH,412,WASATCH: 412,369,124,525
WASATCH,413,WASATCH: 413,212,76,314
WASATCH,414,WASATCH: 414,307,198,528
WASATCH,415,WASATCH: 415,318,204,548
WASATCH,416,WASATCH: 416,186,260,463
WASATCH,417,WASATCH: 417,212,300,535
WASATCH,500,WASATCH: 500,112,102,220
WASATCH,501,WASATCH: 501,84,70,156
WASATCH,502,WASATCH: 502,198,91,300
WASATCH,503,WASATCH: 503,137,84,232
WASATCH,504,WASATCH: 504,398,183,609
WASATCH,520,WASATCH: 520,386,112,518
WASATCH,530,WASATCH: 530,185,82,278
WASATCH,540,WASATCH: 540,56,6,65
WASATCH,550,WASATCH: 550,135,33,178
WASATCH,560,WASATCH: 560,241,53,319
WASATCH,561,WASATCH: 561,166,28,199
WASATCH,562,WASATCH: 562,315,44,379
WASATCH,563,WASATCH: 563,11,7,19
WASATCH,DVS31,WASATCH: DVS31,0,0,0
WASHINGTON,APV01,WASHINGTON: APV01,440,102,553
WASHINGTON,COCDSR,WASHINGTON: COCDSR,150,32,183
WASHINGTON,COCNBR,WASHINGTON: COCNBR,205,33,251
WASHINGTON,CODAV,WASHINGTON: CODAV,470,157,650
WASHINGTON,CODIV,WASHINGTON: CODIV,554,64,641
WASHINGTON,CODXDR,WASHINGTON: CODXDR,315,74,400
WASHINGTON,COGL,WASHINGTON: COGL,61,14,76
WASHINGTON,COHS72,WASHINGTON: COHS72,48,13,64
WASHINGTON,COHS74,WASHINGTON: COHS74,6,8,14
WASHINGTON,COHS75,WASHINGTON: COHS75,10,0,12
WASHINGTON,COHV28,WASHINGTON: COHV28,3,1,4
WASHINGTON,COLEED,WASHINGTON: COLEED,151,17,172
WASHINGTON,CONCF,WASHINGTON: CONCF,141,6,152
WASHINGTON,CONH27,WASHINGTON: CONH27,23,4,27
WASHINGTON,CONH28,WASHINGTON: CONH28,672,115,808
WASHINGTON,COPINE,WASHINGTON: COPINE,160,40,209
WASHINGTON,COUN01,WASHINGTON: COUN01,0,0,0
WASHINGTON,COUN02,WASHINGTON: COUN02,0,0,0
WASHINGTON,COUN03,WASHINGTON: COUN03,0,0,0
WASHINGTON,COUN04,WASHINGTON: COUN04,0,0,0
WASHINGTON,COUN05,WASHINGTON: COUN05,0,0,0
WASHINGTON,COUN06,WASHINGTON: COUN06,3,1,4
WASHINGTON,COUN07,WASHINGTON: COUN07,0,0,0
WASHINGTON,COUN08,WASHINGTON: COUN08,0,0,0
WASHINGTON,COUN09,WASHINGTON: COUN09,0,0,0
WASHINGTON,COVE,WASHINGTON: COVE,237,38,290
WASHINGTON,COWH,WASHINGTON: COWH,518,98,630
WASHINGTON,ENT01,WASHINGTON: ENT01,994,48,1086
WASHINGTON,HIL01,WASHINGTON: HIL01,356,43,412
WASHINGTON,HUR01,WASHINGTON: HUR01,638,254,923
WASHINGTON,HUR02,WASHINGTON: HUR02,362,107,479
WASHINGTON,HUR03,WASHINGTON: HUR03,776,241,1057
WASHINGTON,HUR04,WASHINGTON: HUR04,721,221,977
WASHINGTON,HUR05,WASHINGTON: HUR05,599,137,759
WASHINGTON,HUR06,WASHINGTON: HUR06,640,187,860
WASHINGTON,HUR07,WASHINGTON: HUR07,738,173,951
WASHINGTON,HUR08,WASHINGTON: HUR08,780,107,926
WASHINGTON,HUR09,WASHINGTON: HUR09,716,180,922
WASHINGTON,HUR10,WASHINGTON: HUR10,702,116,843
WASHINGTON,HUR11,WASHINGTON: HUR11,822,124,966
WASHINGTON,HUR12,WASHINGTON: HUR12,905,213,1160
WASHINGTON,HUR13,WASHINGTON: HUR13,551,159,732
WASHINGTON,IVN01,WASHINGTON: IVN01,373,485,890
WASHINGTON,IVN02,WASHINGTON: IVN02,609,306,951
WASHINGTON,IVN03,WASHINGTON: IVN03,600,273,899
WASHINGTON,IVN04,WASHINGTON: IVN04,688,320,1048
WASHINGTON,IVN05,WASHINGTON: IVN05,384,131,532
WASHINGTON,IVN06,WASHINGTON: IVN06,638,285,967
WASHINGTON,IVN07,WASHINGTON: IVN07,395,212,631
WASHINGTON,LAV01,WASHINGTON: LAV01,416,104,554
WASHINGTON,LAV02,WASHINGTON: LAV02,468,117,613
WASHINGTON,LAV03,WASHINGTON: LAV03,595,152,790
WASHINGTON,LEED01,WASHINGTON: LEED01,464,88,569
WASHINGTON,NHT01,WASHINGTON: NHT01,131,23,156
WASHINGTON,RCK01,WASHINGTON: RCK01,63,90,159
WASHINGTON,SC01,WASHINGTON: SC01,711,136,894
WASHINGTON,SC02,WASHINGTON: SC02,634,139,815
WASHINGTON,SC03,WASHINGTON: SC03,620,181,843
